stopid;stopname;stopsite;latitude;longitude;syscode;system;muni
560005;Lakeside at Superstore (NB);NB_Lakeside_FS_McDonald;49.494689;-117.297656;WKT;West Kootenay Transit System;Nelson
560007;Crescent at Hwy 3A **Flag Stop** (EB);EB_Crescent_FS_Hwy 3A;49.605799;-117.135791;WKT;West Kootenay Transit System;Central Kootenay F
160515;Front at Poplar (SB);SB_Front_NS_Poplar;49.499741;-117.285212;WKT;West Kootenay Transit System;Nelson
160043;Ootischenia at Columbia (SB);SB_Ootischenia_FS_Columbia;49.303277;-117.631936;WKT;West Kootenay Transit System;Castlegar
160047;Ootischenia at 450 Blk (SB);SB_Ootischenia_AT_450 Blk;49.299572;-117.630903;WKT;West Kootenay Transit System;Castlegar
160049;Ootischenia at 340 Blk (SB);SB_Ootischenia_AT_340 Blk;49.293919;-117.629176;WKT;West Kootenay Transit System;Castlegar
160210;Slocan at Giffin (NB);NB_Slocan_FS_Giffin;49.763298;-117.465745;WKT;West Kootenay Transit System;Slocan
160212;Harold at Delany (NB);NB_Harold_NS_Delany;49.767922;-117.469547;WKT;West Kootenay Transit System;Slocan
160213;Hwy 6 at Winlaw Bridge Rd (SB);SB_Hwy 6_FS_Winlaw Bridge Rd;49.610665;-117.563495;WKT;West Kootenay Transit System;Central Kootenay H
960007;Castlegar Transit Centre at 14th Ave (SB);SB_Castlegar Transit Centre_AT_14 Ave;49.291142;-117.664159;WKT;West Kootenay Transit System;Castlegar
960008;Nakusp Transit Centre (EB);EB_Nakusp Transit Centre;50.249417;-117.818405;WKT;West Kootenay Transit System;Nakusp
160026;Behnsen at View (WB);WB_Behnsen_FS_View;49.501137;-117.2735;WKT;West Kootenay Transit System;Nelson
160581;Broadwater at Relkoff (EB);EB_Broadwater_FS_Relkoff;49.335796;-117.667909;WKT;West Kootenay Transit System;Central Kootenay J
160580;3rd Ave at 11th Ave (WB);WB_3rd Ave_NS_11th Ave;49.326505;-117.664026;WKT;West Kootenay Transit System;Castlegar
160582;Broadwater at 2700 Blk (WB);WB_Broadwater_AT_2700 Blk;49.333266;-117.675708;WKT;West Kootenay Transit System;Central Kootenay J
160583;Charleston at Donald (WB);WB_Charleston_FS_Donald;49.335297;-117.694834;WKT;West Kootenay Transit System;Central Kootenay J
160585;Hwy 6 at Needles (EB);EB_Hwy 6_AT_Needles;49.873986;-118.098002;WKT;West Kootenay Transit System;Central Kootenay K
160584;Hwy 6 at Needles (WB);WB_Hwy 6_AT_Needles;49.874035;-118.098099;WKT;West Kootenay Transit System;Central Kootenay K
160587;Hwy 22 at Hwy 3B (NB);NB_Hwy 22_AT_Hwy 3B;49.097584;-117.7165;WKT;West Kootenay Transit System;Trail
